shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
BLU_1,124,17.440639,78.505388,9.37
BLU_1,125,17.441015,78.505471,9.41
BLU_1,126,17.441228,78.505484,9.43
BLU_1,127,17.44141,78.505455,9.45
BLU_1,128,17.441596,78.505408,9.47
BLU_1,129,17.441726,78.505365,9.49
BLU_1,130,17.441892,78.505288,9.51
BLU_1,131,17.44208,78.505136,9.54
BLU_1,132,17.442244,78.504943,9.57
BLU_1,133,17.442405,78.504697,9.6
BLU_1,134,17.442569,78.504422,9.63
BLU_1,135,17.442656,78.504181,9.66
BLU_1,136,17.442709,78.503985,9.68
BLU_1,137,17.442748,78.503752,9.71
BLU_1,138,17.442764,78.503519,9.73
BLU_1,139,17.442781,78.502057,9.89
BLU_1,140,17.442796,78.501713,9.93
BLU_1,141,17.442831,78.501385,9.97
BLU_1,142,17.442967,78.500712,10.04
BLU_1,143,17.443013,78.500465,10.07
BLU_1,144,17.443041,78.500186,10.1
BLU_1,145,17.443192,78.497472,10.39
BLU_1,146,17.443246,78.495433,10.61
BLU_1,147,17.4433888,78.4905864,11.12
BLU_1,148,17.4434262,78.4893738,11.25
BLU_1,149,17.4434533,78.4882336,11.37
BLU_1,150,17.4434411,78.4869993,11.5
BLU_1,151,17.4434612,78.4853684,11.67
BLU_1,152,17.4434941,78.483706,11.85
BLU_1,153,17.4434967,78.4834274,11.88
BLU_1,154,17.4434806,78.4831336,11.91
BLU_1,155,17.4434277,78.4825048,11.98
BLU_1,156,17.4434148,78.4822242,12.01
BLU_1,157,17.4434224,78.4818604,12.05
BLU_1,158,17.443453,78.480634,12.18
BLU_1,159,17.44345,78.479498,12.3
BLU_1,160,17.443455,78.479147,12.34
BLU_1,161,17.443602,78.476053,12.67
BLU_1,162,17.444225,78.472923,13.01
BLU_1,163,17.444241,78.470853,13.23
BLU_1,164,17.444759,78.467182,13.62
BLU_1,165,17.444756,78.466748,13.67
BLU_1,166,17.444878,78.466059,13.74
BLU_1,167,17.445038,78.465045,13.85
BLU_1,168,17.445073,78.464604,13.9
BLU_1,169,17.445046,78.464137,13.95
BLU_1,170,17.444886,78.463397,14.03
BLU_1,171,17.444739,78.462828,14.09
BLU_1,172,17.44444,78.461888,14.2
BLU_1,173,17.444051,78.460982,14.31
BLU_1,174,17.441948,78.458254,14.68
BLU_1,175,17.441631,78.45811,14.72
BLU_1,176,17.438466,78.457284,15.08
BLU_1,177,17.4380205,78.4571403,15.13
BLU_1,178,17.4375648,78.4569295,15.19
BLU_1,179,17.4371242,78.4567178,15.24
BLU_1,180,17.4364341,78.456364,15.33
BLU_1,181,17.4359091,78.4560597,15.4
BLU_1,182,17.4358399,78.4560098,15.41
BLU_1,183,17.4357425,78.4559117,15.43
BLU_1,184,17.435599,78.4557448,15.45
BLU_1,185,17.4355012,78.455559,15.47
BLU_1,186,17.4354265,78.4553518,15.49
BLU_1,187,17.4353965,78.4551888,15.51
BLU_1,188,17.4353819,78.4550204,15.53
BLU_1,189,17.4353911,78.4548902,15.54
BLU_1,190,17.4354258,78.454744,15.56
BLU_1,191,17.4357035,78.4540061,15.64
BLU_1,192,17.4359209,78.4534116,15.71
BLU_1,193,17.4359838,78.4532004,15.73
BLU_1,194,17.4360223,78.4529946,15.75
BLU_1,195,17.4360279,78.4528126,15.77
BLU_1,196,17.4360077,78.4526701,15.79
BLU_1,197,17.4359709,78.4525423,15.8
BLU_1,198,17.4359188,78.4524231,15.81
BLU_1,199,17.4358592,78.4523092,15.82
BLU_1,200,17.4357752,78.4521605,15.84
BLU_1,201,17.4356631,78.4520212,15.86
BLU_1,202,17.4354298,78.4518445,15.89
BLU_1,203,17.4353375,78.4517635,15.9
BLU_1,204,17.4352554,78.4516637,15.91
BLU_1,205,17.4351841,78.4515655,15.92
BLU_1,206,17.4351204,78.4514592,15.93
BLU_1,207,17.4350618,78.4513542,15.94
BLU_1,208,17.4350212,78.4512332,15.95
BLU_1,209,17.4349878,78.4511001,15.96
BLU_1,210,17.4348851,78.4504253,16.03
BLU_1,211,17.434657,78.4495447,16.13
BLU_1,212,17.4345916,78.4492225,16.16
BLU_1,213,17.4345492,78.4488977,16.19
BLU_1,214,17.434472,78.4482426,16.26
BLU_1,215,17.4344294,78.4477984,16.31
BLU_1,216,17.434383,78.447271,16.37
BLU_1,217,17.4343497,78.4470122,16.4
BLU_1,218,17.4342857,78.4467373,16.43
BLU_1,219,17.4341641,78.4463913,16.47
BLU_1,220,17.4341321,78.4462035,16.49
BLU_1,221,17.4341371,78.4458952,16.52
BLU_1,222,17.4341984,78.4456298,16.55
BLU_1,223,17.4343257,78.4453538,16.58
BLU_1,224,17.4344085,78.4452266,16.6
BLU_1,225,17.4345501,78.4450993,16.62
BLU_1,226,17.4348761,78.4448853,16.66
BLU_1,227,17.4356613,78.4444144,16.76
