shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lon,shape_pt_lat
RED_0,1,0.0,78.4446642,17.435449
RED_0,2,0.06,78.4443917,17.4359366
RED_0,3,0.12,78.4441152,17.4363782
RED_0,4,0.17,78.4439097,17.4367474
RED_0,5,0.24,78.4436425,17.4373226
RED_0,6,0.37,78.4431536,17.4383904
RED_0,7,0.51,78.4426919,17.4395385
RED_0,8,0.58,78.4424235,17.4400728
RED_0,9,0.65,78.4421819,17.4406481
RED_0,10,0.97,78.440746,17.4431319
RED_0,11,1.08,78.4402897,17.4440504
RED_0,12,1.11,78.4401662,17.4442665
RED_0,13,1.16,78.4399019,17.4446152
RED_0,14,1.21,78.4396672,17.4449612
RED_0,15,1.4,78.4388235,17.4464429
RED_0,16,1.49,78.4383869,17.4471862
RED_0,17,1.58,78.4379772,17.4479245
RED_0,18,1.67,78.4375609,17.4486676
RED_0,19,1.74,78.4372989,17.4492022
RED_0,20,1.81,78.4370891,17.4497534
RED_0,21,1.84,78.4369971,17.4499829
RED_0,22,1.86,78.4369154,17.4501329
RED_0,23,1.92,78.4366464,17.4506092
RED_0,24,1.98,78.4363987,17.4510956
RED_0,25,2.05,78.436134,17.4516296
RED_0,26,2.12,78.4358707,17.4521584
RED_0,27,2.19,78.4355831,17.4526932
RED_0,28,2.26,78.4352982,17.4532318
RED_0,29,2.31,78.4350609,17.4536439
RED_0,30,2.36,78.4348531,17.4540738
RED_0,31,2.38,78.4347692,17.4542508
RED_0,32,2.46,78.4344792,17.4548994
RED_0,33,2.5,78.4343383,17.4552212
RED_0,34,2.54,78.4341987,17.4555455
RED_0,35,2.63,78.4338644,17.4562832
RED_0,36,2.72,78.4335126,17.4570234
RED_0,37,2.8,78.4332228,17.4576918
RED_0,38,2.86,78.4330019,17.4581935
RED_0,39,2.93,78.432708,17.4587369
RED_0,40,3.0,78.4323108,17.4592913
RED_0,41,3.04,78.4321337,17.4595761
RED_0,42,3.08,78.4319579,17.4598648
RED_0,43,3.11,78.4318392,17.4600722
RED_0,44,3.14,78.4317339,17.4602975
RED_0,45,3.3,78.4311282,17.4615956
RED_0,46,3.38,78.430816,17.4622459
RED_0,47,3.46,78.4305092,17.4628911
RED_0,48,3.72,78.429566,17.4650059
RED_0,49,3.78,78.429339,17.4655142
RED_0,50,3.81,78.4292364,17.4657647
RED_0,51,3.85,78.4291247,17.4661548
RED_0,52,3.9,78.4290367,17.4666031
RED_0,53,3.92,78.4289954,17.4667787
RED_0,54,3.95,78.428934,17.4670016
RED_0,55,3.98,78.428838,17.4672729
RED_0,56,4.02,78.4286638,17.4676406
RED_0,57,4.1,78.4283666,17.4682908
RED_0,58,4.18,78.4280534,17.4689474
RED_0,59,4.23,78.4278373,17.4693186
RED_0,60,4.29,78.4275267,17.4697562
RED_0,61,4.35,78.4272174,17.4701797
RED_0,62,4.46,78.4266328,17.4710239
RED_0,63,4.52,78.4263003,17.4714908
RED_0,64,4.66,78.4255511,17.4725668
RED_0,65,5.01,78.42376,17.4752009
RED_0,66,5.07,78.4234361,17.4756423
RED_0,67,5.1,78.4232269,17.4758576
RED_0,68,5.14,78.4229854,17.476083
RED_0,69,5.21,78.4224757,17.4764154
RED_0,70,5.35,78.4213666,17.4771353
RED_0,71,5.38,78.4211542,17.477296
RED_0,72,5.41,78.4209115,17.4774679
RED_0,73,5.64,78.4191996,17.4786958
RED_0,74,5.75,78.4184019,17.4792939
RED_0,75,5.84,78.4177665,17.4798761
RED_0,76,5.93,78.4171694,17.4804365
RED_0,77,6.01,78.4166509,17.4809917
RED_0,78,6.09,78.4161069,17.4815315
RED_0,79,6.12,78.4158666,17.4817278
RED_0,80,6.16,78.415586,17.4819189
RED_0,81,6.32,78.4143126,17.4826536
RED_0,82,6.4,78.4136759,17.4830351
RED_0,83,6.44,78.4133481,17.4832194
RED_0,84,6.48,78.4130526,17.4834114
RED_0,85,6.53,78.4127224,17.4836834
RED_0,86,6.57,78.4124459,17.4839426
RED_0,87,6.66,78.411956,17.4845585
RED_0,88,6.8,78.4111939,17.4856105
RED_0,89,6.92,78.4105665,17.4865168
RED_0,90,6.98,78.4102742,17.4869866
RED_0,91,7.04,78.4099698,17.4874423
RED_0,92,7.12,78.4095558,17.4880615
RED_0,93,7.3,78.4085572,17.4893435
RED_0,94,7.39,78.4080417,17.489973
RED_0,95,7.48,78.4075303,17.4906025
RED_0,96,7.55,78.4071437,17.4910706
RED_0,97,7.57,78.4069906,17.491215
RED_0,98,7.59,78.4068322,17.4913391
RED_0,99,7.65,78.4063673,17.4916111
RED_0,100,7.79,78.4052203,17.4921373
RED_0,101,7.92,78.4040879,17.492689
RED_0,102,8.12,78.4023638,17.4934907
RED_0,103,8.27,78.4011171,17.4940442
