shape_id,shape_pt_lon,shape_pt_sequence,shape_pt_lat,shape_dist_traveled
BLU_1,78.4882336,149,17.4434533,11.37
BLU_1,78.4869993,150,17.4434411,11.5
BLU_1,78.4853684,151,17.4434612,11.67
BLU_1,78.483706,152,17.4434941,11.85
BLU_1,78.4834274,153,17.4434967,11.88
BLU_1,78.4831336,154,17.4434806,11.91
BLU_1,78.4825048,155,17.4434277,11.98
BLU_1,78.4822242,156,17.4434148,12.01
BLU_1,78.4818604,157,17.4434224,12.05
BLU_1,78.480634,158,17.443453,12.18
BLU_1,78.479498,159,17.44345,12.3
BLU_1,78.479147,160,17.443455,12.34
BLU_1,78.476053,161,17.443602,12.67
BLU_1,78.472923,162,17.444225,13.01
BLU_1,78.470853,163,17.444241,13.23
BLU_1,78.467182,164,17.444759,13.62
BLU_1,78.466748,165,17.444756,13.67
BLU_1,78.466059,166,17.444878,13.74
BLU_1,78.465045,167,17.445038,13.85
BLU_1,78.464604,168,17.445073,13.9
BLU_1,78.464137,169,17.445046,13.95
BLU_1,78.463397,170,17.444886,14.03
BLU_1,78.462828,171,17.444739,14.09
BLU_1,78.461888,172,17.44444,14.2
BLU_1,78.460982,173,17.444051,14.31
BLU_1,78.458254,174,17.441948,14.68
BLU_1,78.45811,175,17.441631,14.72
BLU_1,78.457284,176,17.438466,15.08
BLU_1,78.4571403,177,17.4380205,15.13
BLU_1,78.4569295,178,17.4375648,15.19
BLU_1,78.4567178,179,17.4371242,15.24
BLU_1,78.456364,180,17.4364341,15.33
BLU_1,78.4560597,181,17.4359091,15.4
BLU_1,78.4560098,182,17.4358399,15.41
BLU_1,78.4559117,183,17.4357425,15.43
BLU_1,78.4557448,184,17.435599,15.45
BLU_1,78.455559,185,17.4355012,15.47
BLU_1,78.4553518,186,17.4354265,15.49
BLU_1,78.4551888,187,17.4353965,15.51
BLU_1,78.4550204,188,17.4353819,15.53
BLU_1,78.4548902,189,17.4353911,15.54
BLU_1,78.454744,190,17.4354258,15.56
BLU_1,78.4540061,191,17.4357035,15.64
BLU_1,78.4534116,192,17.4359209,15.71
BLU_1,78.4532004,193,17.4359838,15.73
BLU_1,78.4529946,194,17.4360223,15.75
BLU_1,78.4528126,195,17.4360279,15.77
BLU_1,78.4526701,196,17.4360077,15.79
BLU_1,78.4525423,197,17.4359709,15.8
BLU_1,78.4524231,198,17.4359188,15.81
BLU_1,78.4523092,199,17.4358592,15.82
BLU_1,78.4521605,200,17.4357752,15.84
BLU_1,78.4520212,201,17.4356631,15.86
BLU_1,78.4518445,202,17.4354298,15.89
BLU_1,78.4517635,203,17.4353375,15.9
BLU_1,78.4516637,204,17.4352554,15.91
BLU_1,78.4515655,205,17.4351841,15.92
BLU_1,78.4514592,206,17.4351204,15.93
BLU_1,78.4513542,207,17.4350618,15.94
BLU_1,78.4512332,208,17.4350212,15.95
BLU_1,78.4511001,209,17.4349878,15.96
BLU_1,78.4504253,210,17.4348851,16.03
BLU_1,78.4495447,211,17.434657,16.13
BLU_1,78.4492225,212,17.4345916,16.16
BLU_1,78.4488977,213,17.4345492,16.19
BLU_1,78.4482426,214,17.434472,16.26
BLU_1,78.4477984,215,17.4344294,16.31
BLU_1,78.447271,216,17.434383,16.37
BLU_1,78.4470122,217,17.4343497,16.4
BLU_1,78.4467373,218,17.4342857,16.43
BLU_1,78.4463913,219,17.4341641,16.47
BLU_1,78.4462035,220,17.4341321,16.49
BLU_1,78.4458952,221,17.4341371,16.52
BLU_1,78.4456298,222,17.4341984,16.55
BLU_1,78.4453538,223,17.4343257,16.58
BLU_1,78.4452266,224,17.4344085,16.6
BLU_1,78.4450993,225,17.4345501,16.62
BLU_1,78.4448853,226,17.4348761,16.66
BLU_1,78.4444144,227,17.4356613,16.76
